Data Ricerca,Priorita',Distanza da Vedano Olona (km),Lat,Lon,Categoria,Sottocategoria,Nome Attivita',Comune,Indirizzo,Provincia,Telefono,Email,Sito Web,Ha Sito Web,Opportunita' Web,Fonte,OSM URL,Note
2026-04-08 14:11:36,MEDIA,14.04,45.902528,8.903396,Beauty & Benessere,Parrucchiere,Max Mary,Porto Ceresio,"Via Giuseppe Mazzini 15, 21050 Porto Ceresio",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9016689400,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.04,45.662704,8.808344,Fitness & Sport,Centro Sportivo,Centro Sportivo Cedratello,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/826187828,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.04,45.902494,8.903937,Ristorazione,Caffetteria,Ofelè,Porto Ceresio,"Via Giacomo Matteotti 6, 21050 Porto Ceresio",Varese,+39 340 7602202,linda@pasticceriaofele.it,https://www.pasticceriaofele.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9015379633,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.04,45.753397,8.707793,Ristorazione,Ristorante,Villa Laghetto Monchery,N/D,N/D,Varese,+39 0331 948035,info@villalaghettomonchery.it,https://www.villalaghettomonchery.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2295832075,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.05,45.66383,8.966266,Ristorazione,Caffetteria,Academy Cafè,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/562904674,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.05,45.773322,8.704457,Ristorazione,Ristorante,La Scuderia,N/D,N/D,Varese,+39 0332 961138,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3731017934,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.05,45.671335,8.786281,Fitness & Sport,Centro Sportivo,Palestra Comunale,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/223903984,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.05,45.6629,8.807666,Fitness & Sport,Centro Sportivo,Palestra di Cedrate,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/223914793,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.06,45.670189,8.788526,Ristorazione,Ristorante,La Sosta,Gallarate,"Via Federico Confalonieri 10, 21013 Gallarate",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7091046747,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.06,45.672306,8.783958,Beauty & Benessere,Centro Estetico,Il Sogno,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/5726276821,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.06,45.67277,8.782907,Sanita',Farmacia,Farmacia di Crenna,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7812040382,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.07,45.67008,8.788567,Ristorazione,Ristorante,La Golosa,Gallarate,"Via Federico Confalonieri 10, 21013 Gallarate",Varese,+39 0331 794868,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/5573900126,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.07,45.651079,8.904938,Fitness & Sport,Centro Sportivo,Palestra comunale,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/1234161954,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.08,45.774181,8.704046,Beauty & Benessere,Centro Estetico,Perle di bellezza,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3846866119,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.08,45.902915,8.90309,Fitness & Sport,Centro Sportivo,Canottieri Porto Ceresio,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/1240920027,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.09,45.823655,8.716724,Beauty & Benessere,Parrucchiere,Look at me,Biandronno,"Via Giuseppe Mazzini 58, 21024 Biandronno",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4574883631,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.09,45.774543,8.70391,Sanita',Farmacia,Farmacia Ponti,Varano Borghi,"Via Vittorio Veneto 2, 21020 Varano Borghi",Varese,+39 0332 960542,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2181642156,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.10,45.776443,8.703761,Ristorazione,Caffetteria,Seven Bar,N/D,N/D,Varese,+39 0332 960651,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2296746239,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.10,45.673235,8.781118,Beauty & Benessere,Parrucchiere,Follie,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7812023138,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.10,45.799458,8.706598,Fitness & Sport,Centro Sportivo,Centro Sportivo Comunale,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/200288789,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.11,45.774239,8.703641,Ristorazione,Caffetteria,C'era una volta,N/D,N/D,Varese,+39 0332 961187,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4107340110,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.11,45.650767,8.905449,Fitness & Sport,Centro Sportivo,Piscina comunale,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/255707437,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.11,45.773697,8.703689,Sanita',Optician,Ottica Regazzetti,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2181642148,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.11,45.66039,8.813597,Servizi Professionali,Azienda,Casa Serramenti,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/8440181732,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.11,45.649999,8.886004,Artigiani,Confectionery,Pasticceria Colombo,N/D,N/D,Varese,+39 0331 641 270,pasticceriagianluca@gmail.com,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12623341509,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.11,45.772627,8.703751,Ospitalita',Hotel,Villa Borghi,Varano Borghi,"Piazza Borghi 1, 21020 Varano Borghi",Varese,+39 0332 961515,reception@hotelvillaborghi.it,https://www.hotelvillaborghi.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/190869053,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.12,45.773734,8.703532,Ristorazione,Caffetteria,Il Giambellino,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2181642265,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.12,45.774,8.7036,Beauty & Benessere,Parrucchiere,Tiziana,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3399360369,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.12,45.774723,8.703539,Sanita',Studio Medico,AVIS Varano Borghi,Varano Borghi,"Via Vittorio Veneto 1, 21020 Varano Borghi",Varese,+39 0332 945854,avisvarano@libero.it,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3534142905,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.12,45.773876,8.703583,Sanita',Dentista,Ghebari,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3491805113,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.12,45.774827,8.703562,Sanita',Studio Medico,Poliambulatorio di Varano Borghi,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2181642151,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.12,45.667244,8.793921,Ristorazione,Ristorante,Yamakawa,Gallarate,"Corso Cristoforo Colombo 7, 21013 Gallarate",Varese,+39 0331 779339,N/D,https://www.yamakawa.it/gallarate/index.html,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3073455397,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.13,45.810609,8.70985,Ristorazione,Caffetteria,Break Even,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3371993790,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.13,45.674193,8.778434,Ristorazione,Ristorante,Hiro,Gallarate,"Via Monte San Martino 60/62, Gallarate",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3863521576,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.13,45.81064,8.709871,Ristorazione,Fast Food,pizzevia,N/D,N/D,Varese,+39 348 8439633,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3945837757,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.13,45.667676,8.792595,Servizi Professionali,Agenzia Immobiliare,Casa Tua,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7726103945,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.13,45.665708,8.797533,Sanita',Studio Medico,CEDAL,Gallarate,"Via Amerigo Vespucci 24, 21013 Gallarate",Varese,+39 0331 797529,info@cedal.net,https://www.poliambulatoriocedal.com/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/6699858820,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.14,45.903598,8.901722,Ristorazione,Pub,Lord Nelson Pub,Porto Ceresio,"Via Giuseppe Mazzini, 21050 Porto Ceresio",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9303488080,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.14,45.665394,8.79798,Ristorazione,Ristorante,Kimi,Gallarate,"Via Amerigo Vespucci 22, 21013 Gallarate",Varese,+39 0331 1834122,info@kimirestaurant.it,https://www.kimirestaurant.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/6699858818,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.15,45.903402,8.905537,Ristorazione,Ristorante,Al Posto Giusto,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9016689267,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.15,45.903971,8.896123,Beauty & Benessere,Centro Estetico,Metamorfosi,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/1185271718,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.15,45.807849,8.708617,Sanita',Dentista,Giordano Rossignoli,Biandronno,"Via Pio Selvini 40, 21024 Biandronno",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3371993791,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.16,45.774289,8.703022,Beauty & Benessere,Parrucchiere,Acconciature Immagine,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2181642115,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.16,45.649591,8.888578,Ospitalita',Hotel,Albergo Sant'Anna,Solbiate Olona,"Via Giuseppe Mazzini 29, 21058 Solbiate Olona",Varese,+39 0331 649678,st.anna@tin.it,http://www.albergosantanna.eu/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/5405862940,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.17,45.666276,8.794955,Ristorazione,Ristorante,Cotton Wine Food,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7726072558,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.17,45.649521,8.888633,Ristorazione,Fast Food,Pizzeria d'asporto E che Pizza!,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/538969944,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.17,45.667378,8.792327,Beauty & Benessere,Centro Estetico,Estetica Mary Poppins,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7726103962,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.17,45.666159,8.795328,Sanita',Farmacia,Farmacia Riva,Gallarate,"Via Luigi Riva 8, 21013 Gallarate",Varese,+39 0331 245691,farmaciariva8@gmail.com,https://www.farmaciariva8.com/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7726072559,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.18,45.665697,8.796319,Ristorazione,Caffetteria,Fuoricentro,Gallarate,"Piazza Francesco Buffoni 3, 21013 Gallarate",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2809775771,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.18,45.665753,8.796048,Servizi Professionali,Assicurazioni,Allianz,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/8463132073,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.19,45.664573,8.799018,Beauty & Benessere,Centro Estetico,Il Sole di Mezzanotte,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4728013062,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.19,45.669714,8.786356,Sanita',Studio Medico,Centro Olistico SOL,Gallarate,"Viale dei Tigli 28, 21013 Gallarate",Varese,+3903311771133,info@accademiasol.it,http://www.accademiasol.it,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/5117869909,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.19,45.665589,8.796159,Sanita',Studio Medico,Chinesport,Gallarate,"Piazza Francesco Buffoni 3, 21013 Gallarate",Varese,+39 0331 785433,info@chinesport.net,http://www.chinesport.net/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3753319569,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.19,45.662575,8.804543,Sanita',Studio Medico,Medisana,N/D,N/D,Varese,+39 0331 770062,info@centromedicomedisana.it,https://www.medisanasrl.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/4728013758,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.20,45.79761,8.704838,Ristorazione,Bar,Bar 45',N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/1329598137,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.20,45.66965,8.786399,Ristorazione,Ristorante,Mifa di buono,Gallarate,"Viale dei Tigli 28, 21013 Gallarate",Varese,+39 0331 783022,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/5117869908,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.20,45.800389,8.705554,Sanita',Studio Medico,Ambulatorio di Biandronno,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2305904396,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.21,45.903909,8.905988,Ristorazione,Gelateria,Gelateria il golosone,Porto Ceresio,"Via Guido Butti 61, 21050 Porto Ceresio",Varese,+39 0332 1571990,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2344871578,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.21,45.80267,8.706131,Ristorazione,Ristorante,Il Marinaio,Biandronno,"Via Giuseppe Borghi 3h, 21024 Biandronno",Varese,+39 0332 766597,info@ristoranteilmarinaio.it,http://ristoranteilmarinaio.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3371993792,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.22,45.649889,8.907106,Fitness & Sport,Centro Sportivo,"Centro Sportivo Comunale ""Angelo Pereni""",N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/1149905317,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.22,45.669533,8.78604,Ristorazione,Ristorante,Viro,Gallarate,"Viale dei Tigli 17, 21013 Gallarate",Varese,+39 0331 701359,N/D,https://www.virosteakrestaurant.it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7091046777,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.22,45.665314,8.796087,Servizi Professionali,Azienda,Sofinter,Gallarate,"Piazza Francesco Buffoni 3, 21013 Gallarate",Varese,+39 0331 738111,info@sofinter.it,https://www.sofinter.it/,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3753319572,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.23,45.703697,8.735166,Ristorazione,Caffetteria,Autogrill Verbano Est,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7398610064,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.23,45.821655,8.713677,Ristorazione,Bar,Bar Piero,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3699512327,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.23,45.816017,8.71076,Sanita',Farmacia,Farmacia di Biandronno,N/D,N/D,Varese,+39 0332 766026,biandronno@piumedical.it,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/1746049811,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.24,45.81622,8.710773,Ristorazione,Caffetteria,Bar 101 Cafè,N/D,N/D,Varese,+39 0332 766481,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/1746048304,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.24,45.666515,8.792523,Beauty & Benessere,Parrucchiere,Numero 8,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7726103900,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.25,45.904283,8.90635,Ristorazione,Caffetteria,Caffè della Piazza,Porto Ceresio,"Piazza Paolo Bossi 9, 21050 Porto Ceresio",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9016689133,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.26,45.904345,8.906342,Ristorazione,Caffetteria,Bar La Trappola,Porto Ceresio,"Piazza Paolo Bossi 11, 21050 Porto Ceresio",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9016689136,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.26,45.657283,8.819428,Servizi Professionali,Azienda,Hydroservice,N/D,N/D,Varese,+39 0331 15231,hydroservice@hydroservice.it,https://www.hydroservice.it/it,SI,BASSA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/8874504247,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.27,45.820152,8.712347,Ristorazione,Ristorante,L'isola del tesoro,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/relation/3163072,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.27,45.65811,8.816029,Sanita',Dentista,Clinica Odontoiatrica Dott. Condorelli,N/D,N/D,Varese,+39 0331 782926,N/D,https://www.dottorcondorelli.it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/8874504244,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.28,45.904518,8.906355,Ristorazione,Ristorante,La trattoria del tempo perso,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9016689113,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.28,45.782111,8.701663,Sanita',Dentista,Studio dentistico Ternate,N/D,N/D,Varese,+39 0332 961942,dentisticoternate@libero.it,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3958214962,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.28,45.657988,8.81611,Ristorazione,Ristorante,Raro,N/D,N/D,Varese,+39 0331 570739,N/D,https://rarobistrot.it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/8874504243,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.29,45.781754,8.701405,Ristorazione,Fast Food,Pizzeria Da Leo,N/D,N/D,Varese,+39 0332 961911,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3832743703,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.29,45.904583,8.906344,Ristorazione,Caffetteria,Zappa,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9016689114,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.29,45.816149,8.710083,Beauty & Benessere,Centro Estetico,Divina Beauty,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/3914929192,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.29,45.657872,8.81619,Beauty & Benessere,Centro Estetico,Violet,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/8874504242,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.29,45.663353,8.79953,Ristorazione,Ristorante,Tsubaki,Gallarate,"Via Amerigo Vespucci 5, 21013 Gallarate",Varese,+39 0331 654892,N/D,https://tsubaki-restaurant-gallarate.eatbu.com,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/11217348582,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.30,45.702881,8.734971,Ristorazione,Caffetteria,Autogrill Verbano Ovest,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2579789246,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.30,45.781877,8.701309,Ristorazione,Bar,Loco Motivum,N/D,N/D,Varese,+39 0332 961180,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2506794085,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.30,45.904673,8.90633,Ristorazione,Ristorante,Ristorante del Cervo,Porto Ceresio,"Piazza Paolo Bossi 23, 21050 Porto Ceresio",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/9016689091,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.30,45.904646,8.907104,Ospitalita',Appartamenti,Casa Emma,Porto Ceresio,"Via Giuseppe Garibaldi 14, 21050 Porto Ceresio",Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/12657317842,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.30,45.887225,8.790693,Ristorazione,Ristorante,"Ristorante Pizzeria ""Il Borgo - Il Linguaccione""",Brinzio,"Via Piave 5, 21030 Brinzio",Varese,N/D,N/D,https://www.facebook.com/illinguaccione,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/2870794703,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.30,45.661228,8.805245,Servizi Professionali,Azienda,Tessitura Marco Pastorelli Spa,N/D,N/D,Varese,+39 0331 702911,N/D,http://www.modeitaly.it/,SI,MEDIA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/307181896,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.31,45.905573,8.890017,Ristorazione,Ristorante,Da Orlando,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/way/617698871,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.31,45.905304,8.872401,Ospitalita',Hotel,Abergo Ristorante Alpino,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/1392846431,Verificare contatto commerciale e stato sito web
2026-04-08 14:11:36,MEDIA,14.32,45.668889,8.785157,Servizi Professionali,Azienda,Abag,N/D,N/D,Varese,N/D,N/D,N/D,NO,ALTA,OpenStreetMap / Overpass,https://www.openstreetmap.org/node/7834308198,Verificare contatto commerciale e stato sito web
